date,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht,/m/02v_8dy,/m/09jx2,/m/04n7dpf,/m/0g_fl,/m/01rd35,/m/016ldw,/g/11cks2gbc8,/m/0cvgr,/m/06bmj_x,/m/06lry,/m/0hbm6,/m/0drqp,/m/014dsx,/m/07s_c,/g/11bc57hf91,/m/01tzw5,/m/018m33,/g/121g16mn,/g/1216wtvp,/m/088p1q,/g/1236svz8,/m/0pb8nv_,/m/02r5p3,/m/05457c,/m/0218w7,/g/11w4h00ll9,/m/06bmj_y,/m/026gdg4,/m/09y23_,/m/01s_5,/m/01cf44,/m/0545k,/m/01cf0p,/m/0cs24,/m/0z_xz,/m/0d130,/m/0hdyy,/m/011d_9rh,/m/04sng5,/m/0hhw8xd,/m/05nxj0,/m/0c40cq0,/m/06njd,/m/081zw_,/m/02vtq7g,/m/091tvr,/m/02r49f,/m/01406c,/m/04f0h,/m/020d7_,/g/1213tqm6,/m/0h7q5bz,/m/025t20m,/m/042px7,/m/017l39,/g/11cp7w3r6w,/g/11fsrblbyd,/m/03nw7w,/g/11lc9ltvgb,/g/11s7rb01fr,/g/120lq987,/m/079gm,/g/1q582vwlz,/g/120jfhdm_x,/m/032pvq,/m/033wy6,/g/11ln3kjm27,/g/11b651vsw1,/m/0nfn,/m/02wwvy,/m/02fq2b,/m/02jnsq,/g/11g6qj7lt6,/m/085n4,/g/11j8qrghwl,/m/02p2c9s,/g/11jg330g0l,/m/02jjns,/m/02w88k,/m/05kp2c,/m/01y3d8,/g/121jnq1m,/g/120jfhdm_y,/m/0p6bb,/m/018nf6,/m/09s5j9,/m/08f4gj,/m/0bg2p,/g/11c6tyq7nc,/g/11c2688p8j,/m/0ffnx,/m/02ywd,/g/11dxd44r6v,/m/04g3r,/m/06l8d,/m/09j2d,/m/0c_jw,/m/01l0mw,/m/06b49c,/g/11j8qrq5f4,/m/022hpx,/m/03glg,/m/0204sn,/g/11s7rbxtb8,/g/11g6qjtysh,/g/11h37v75l4,/m/02gsv,/m/0f3yyn,/m/079k8t,/m/03ggzf,/m/01hbs0,/m/01fss9,/m/018ct4,/m/029hyv,/m/02mnx9,/g/11bz0yd_jf,/m/01fp90,/g/1q6h_chms,/m/033gpp,/m/04g_71,/m/035czb,/m/04115t2,/g/120t97td,/g/11g_xxld32,/g/121hdyly,/m/02887sv,/g/11kbll0jmc,/g/11hdw7wpyv,/g/11j317sfyk,/g/11fsrbrqgk,/m/05y7_j,/m/01wq4b,/m/04qsq,/m/0_gyn88,/m/04rsd,/m/047m52,/m/05xxpj,/m/05zd8,/m/02vkbbf,/m/01fsrg,/m/014xsg,/m/0272pyx,/m/0f0jq,/m/0hkst,/m/05y_5p,/g/1235w5lb,/g/11j8qrbycd,/m/0968r1,/g/1213vf80,/m/025t89b,/m/05xxpw,/g/11c6t_253c,/m/0462swg,/g/12twkjsql,/g/11j317hdsz,/g/11c6t_549p,/g/11j317n2h0,/g/11fsrbpz7j,/g/11h4f8vzqz,/g/121lmsp6,/g/11g0kd3ygw
2013-09-01,62,0,58,46,48,0,19,37,54,54,0,0,0,0,31,58,46,59,10,0,0,66,0,0,11,0,0,0,0,0,0,0,0,0,9,0,31,0,0,52,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,74,0,0,0,0,0,0,0,0,0,0,0,11,48,0,0,18,0,0,0,0,32,48,0,67,0,0,0,29,27,75,0,0,10,1,0,16,23,60,74,82,45,0,53,23,38,0,0,0,36,0,0,0,0,43,0,0,0,0,0,0,0,0,19,65,0,0,0,0,0,0,0,0,79,70,23,0,20,4,56,43,0,0,11,75,0,39,0,9,0,19,41,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,45,0,68,47,45,0,12,40,60,30,0,0,0,0,28,63,43,58,18,62,0,59,0,0,11,0,0,0,0,0,0,0,0,0,9,0,31,0,80,29,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,35,0,0,0,0,0,0,0,5,54,0,0,19,0,0,0,0,30,0,0,62,0,0,0,29,19,71,0,0,8,1,0,19,20,58,68,80,0,0,40,35,58,0,0,0,35,0,0,0,0,52,0,0,0,51,54,0,0,72,11,67,0,0,0,0,0,0,0,0,48,66,0,0,0,4,51,42,0,0,14,75,0,32,0,11,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0
2013-11-01,41,0,65,41,44,0,15,37,56,26,0,0,0,0,28,69,38,62,20,65,0,63,0,0,9,0,0,0,0,0,0,0,0,0,9,0,35,17,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,53,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,18,0,0,0,0,33,34,0,68,0,0,0,31,32,70,0,0,10,1,0,20,22,61,76,80,30,0,53,37,43,0,0,0,31,0,0,0,79,0,0,0,0,49,0,0,0,0,11,65,0,0,0,0,0,0,0,0,37,54,29,0,18,5,52,61,0,0,11,59,0,38,0,14,0,26,51,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,43,0,51,39,45,0,13,39,45,44,0,0,0,0,48,57,33,56,24,0,0,56,0,0,0,0,0,0,0,87,0,0,0,0,11,0,0,0,0,36,0,0,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,68,0,0,0,0,0,0,0,0,0,0,6,52,0,0,16,0,0,0,0,31,0,0,54,0,0,0,29,0,63,0,0,7,1,0,18,27,61,64,76,29,0,44,22,50,0,0,0,31,0,0,0,0,0,0,0,0,61,0,0,0,0,11,66,0,0,0,0,0,0,0,0,46,71,27,0,0,5,43,34,0,0,12,0,0,27,0,18,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,47,0,64,41,55,0,16,47,54,39,0,0,0,26,39,71,32,60,23,0,0,56,0,0,0,0,0,0,0,0,0,26,0,0,12,0,29,21,0,0,0,0,55,50,0,0,0,0,0,80,0,100,0,57,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,6,56,0,0,17,0,0,0,0,36,33,0,65,0,0,0,30,24,72,0,0,9,1,0,17,26,60,61,81,0,0,67,28,41,0,0,0,41,0,0,0,0,52,0,0,0,0,0,0,0,0,14,73,0,0,0,0,0,0,0,0,51,66,40,0,0,5,50,33,0,0,9,98,0,41,0,18,0,25,52,60,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,41,0,77,48,53,0,20,46,51,52,0,0,0,0,28,57,45,57,33,0,0,55,0,0,8,0,0,0,0,0,0,0,0,0,11,0,56,0,56,35,100,100,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,9,49,0,0,18,0,0,0,59,34,0,0,63,0,0,0,28,34,70,0,0,8,1,0,20,26,60,64,85,23,0,48,33,43,0,0,0,39,0,0,0,0,70,0,0,0,0,0,0,100,0,19,64,0,0,0,0,0,0,0,0,82,79,23,0,0,5,45,50,0,0,7,0,0,41,0,15,0,16,0,91,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,35,0,59,42,52,0,20,42,49,57,0,0,0,0,39,59,32,56,19,0,0,50,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,43,69,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,35,0,0,0,0,0,0,0,24,52,0,0,17,0,0,0,0,31,0,0,62,0,0,0,30,27,68,0,0,5,1,0,22,23,61,65,84,33,0,46,39,56,0,0,0,29,0,0,0,0,42,0,0,0,63,0,1,0,0,21,65,0,0,0,0,0,0,0,0,59,69,29,0,0,5,47,40,0,0,10,0,0,42,0,15,0,27,50,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,33,0,51,36,47,0,10,41,44,50,0,0,0,0,35,56,33,58,24,0,0,48,0,0,8,0,0,0,0,63,0,0,0,0,8,0,29,0,0,42,0,0,46,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,35,0,0,0,0,0,0,0,8,53,0,0,15,0,0,0,0,34,0,0,52,0,0,0,29,24,68,0,0,9,1,0,22,24,59,64,77,0,0,44,25,55,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,46,69,18,0,19,4,44,27,0,0,8,0,0,43,0,16,0,22,38,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,40,0,67,45,55,0,15,46,49,68,0,0,0,0,25,59,36,58,34,65,52,46,0,0,8,0,0,0,0,0,0,0,0,0,10,0,27,0,0,44,0,0,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,32,0,0,0,0,0,0,0,6,58,0,0,16,0,0,0,0,35,0,0,61,0,0,0,31,33,63,0,0,8,1,0,18,24,63,57,83,24,0,52,30,72,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,83,0,10,73,0,0,0,0,0,0,0,0,73,74,21,0,0,4,55,36,0,0,13,57,0,43,0,16,0,17,54,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,38,0,71,44,53,0,16,53,47,53,89,0,0,0,29,64,39,55,22,0,0,47,0,0,11,0,0,0,0,0,0,0,0,0,11,0,30,0,0,33,0,0,54,45,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,3,57,0,0,16,0,0,0,0,33,0,0,59,0,0,0,30,30,65,0,0,8,1,0,25,23,63,62,79,24,0,51,31,48,0,0,0,27,0,0,0,0,42,0,0,0,0,47,0,0,0,12,71,0,0,0,0,0,0,0,0,48,77,36,0,0,5,59,33,0,0,10,52,0,45,0,16,0,19,48,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,37,0,82,44,47,0,20,53,48,29,0,0,0,0,42,53,45,56,26,69,0,48,0,0,7,0,0,0,0,0,0,0,0,0,9,0,28,0,0,36,0,0,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,32,0,0,0,0,0,0,0,5,56,0,0,15,0,0,0,0,34,0,0,59,0,0,0,32,27,64,0,0,7,1,0,17,27,63,60,81,35,0,51,27,55,0,0,0,26,62,0,0,0,37,0,0,0,0,0,0,0,0,21,71,0,0,0,0,0,0,0,0,43,71,30,0,40,5,50,34,0,0,9,0,0,44,0,15,0,21,61,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,40,0,71,44,47,0,15,45,51,31,72,0,0,27,47,54,46,56,25,0,0,51,0,0,0,0,0,0,0,75,0,27,0,35,10,0,28,14,0,28,0,0,54,49,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,73,0,0,0,26,0,0,0,0,0,0,0,7,48,43,0,16,0,0,0,0,33,0,0,55,0,100,0,33,0,63,0,0,9,1,0,17,27,61,61,77,25,0,39,18,53,0,0,0,20,64,0,0,0,0,0,0,39,64,0,0,0,0,11,61,0,0,0,0,0,0,0,0,44,45,31,0,14,5,53,38,0,0,11,58,0,47,0,18,0,21,57,47,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,40,0,71,47,46,0,14,49,52,47,0,0,0,23,29,77,48,58,17,53,0,51,0,0,9,0,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,0,64,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,42,0,0,0,0,0,0,0,5,67,0,0,15,0,0,0,0,35,31,0,59,0,0,0,37,0,66,0,0,9,1,0,14,23,61,68,81,25,100,55,29,49,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,56,15,70,0,0,100,0,0,100,0,0,56,46,26,0,22,5,56,60,0,0,9,61,0,34,0,22,0,27,57,49,96,0,0,0,0,0,0,0,0,0,0
2014-10-01,35,0,47,39,39,0,12,54,49,36,0,0,0,0,25,57,44,58,24,62,0,47,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,53,36,0,0,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,71,37,0,0,0,0,0,0,0,5,64,0,0,14,0,0,0,0,37,0,62,56,0,0,0,34,27,64,0,0,12,1,0,23,25,63,77,84,35,0,38,35,53,0,0,0,30,0,0,0,67,0,0,0,0,56,0,0,0,0,13,69,0,0,0,0,0,0,0,0,58,46,0,0,20,6,52,41,0,0,10,67,0,37,0,30,0,23,48,56,69,0,0,0,0,0,0,0,0,0,0
2014-11-01,35,0,67,41,40,0,12,52,52,49,76,0,0,23,28,66,47,58,27,0,72,50,0,0,7,0,0,0,0,0,0,23,0,0,12,0,30,15,56,46,0,0,56,0,0,0,0,0,0,76,0,0,0,46,0,0,0,0,0,0,0,0,63,0,0,0,27,0,0,0,0,0,0,0,14,66,0,0,14,0,0,0,0,38,0,0,56,0,0,0,33,17,61,0,0,10,1,0,18,26,68,64,84,18,0,52,29,54,0,0,0,30,60,0,0,0,0,0,0,0,46,0,0,0,62,17,67,0,0,0,0,0,0,0,0,52,100,31,0,31,5,56,34,0,0,11,53,0,32,0,30,0,21,36,48,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,31,0,48,34,36,0,12,39,41,42,0,0,0,0,33,47,37,53,19,72,0,49,0,0,6,0,0,0,0,0,0,0,0,0,11,0,44,0,0,25,0,0,42,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,23,0,0,0,0,0,0,0,13,60,0,0,15,0,0,0,0,29,37,0,51,0,0,0,34,20,56,0,0,7,1,0,14,29,61,59,79,20,0,45,18,43,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,0,0,0,0,0,0,0,0,40,49,29,0,25,6,47,49,0,0,7,0,0,29,0,32,0,20,35,0,0,0,0,0,0,100,0,0,0,0,0
2015-01-01,36,0,54,37,34,0,12,45,41,29,100,0,0,20,31,62,43,55,19,0,0,53,0,0,6,0,0,0,0,0,0,20,0,0,8,0,34,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,18,59,0,0,14,0,0,0,0,32,37,0,54,0,0,0,34,0,56,0,0,7,1,0,13,28,55,54,77,24,0,52,23,36,0,0,0,39,0,0,0,0,46,0,0,0,42,41,0,0,0,9,65,0,0,0,0,0,0,0,0,49,60,0,0,21,6,48,29,0,0,9,45,0,35,0,32,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,37,0,41,35,35,0,13,56,46,53,0,0,69,0,22,56,43,60,15,0,57,52,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,17,0,40,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,24,0,0,0,0,0,0,0,6,59,0,0,12,0,0,0,0,36,37,0,56,0,0,0,31,25,57,0,0,9,1,0,19,28,61,64,79,23,0,48,35,41,0,0,0,27,0,0,0,0,32,0,0,0,69,55,0,0,0,0,72,0,0,0,0,0,0,0,0,62,65,31,0,24,5,51,31,0,0,7,52,0,32,0,32,0,25,53,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,65,0,44,38,37,0,14,55,53,37,73,0,0,0,52,63,31,60,17,0,57,52,0,0,0,0,0,0,0,64,0,0,0,0,10,0,36,15,0,26,52,0,42,38,0,0,0,0,0,0,0,0,0,42,51,100,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,12,0,0,0,0,32,30,59,57,0,0,0,32,42,63,0,0,9,1,0,20,28,64,79,88,28,0,33,48,50,0,0,0,20,0,0,0,84,46,0,0,0,46,80,0,0,0,14,73,0,0,0,0,0,0,0,0,69,79,24,0,37,6,46,33,0,0,10,41,0,36,0,34,0,25,0,45,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,64,0,58,38,33,0,13,53,45,42,0,0,0,22,26,58,35,65,17,65,0,48,0,0,0,0,0,0,0,50,100,22,0,0,9,0,27,22,0,27,67,0,33,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,13,0,0,0,0,32,29,0,48,0,0,0,34,29,54,0,0,9,1,0,20,27,64,68,87,28,0,29,29,42,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,100,0,0,0,0,48,44,0,0,17,6,44,20,0,0,10,0,0,29,0,37,0,23,45,54,0,0,0,0,0,0,100,0,0,0,0
2015-05-01,38,0,44,38,34,0,15,43,46,42,0,0,0,0,27,54,33,58,23,0,61,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29,20,47,31,69,0,42,42,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,57,0,0,0,29,0,0,0,0,0,0,0,6,42,0,0,13,0,0,0,0,34,0,0,55,0,0,0,50,22,61,0,0,7,1,0,16,26,68,57,91,44,0,43,34,49,0,0,0,21,0,0,0,0,30,0,0,0,0,51,0,0,0,10,75,74,0,0,0,0,0,0,0,54,51,25,0,17,7,50,32,0,0,8,62,0,38,0,33,0,21,75,80,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,39,0,61,38,39,0,12,42,44,38,0,0,66,17,34,56,32,59,16,0,53,54,0,0,7,0,0,0,0,43,0,17,0,0,12,0,38,15,51,35,78,0,39,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,53,0,0,0,21,0,0,0,0,0,0,0,6,55,0,0,13,0,0,0,0,36,46,0,55,0,0,0,46,40,57,0,0,7,1,0,21,26,64,65,92,16,0,43,29,54,0,0,0,21,0,0,0,0,39,0,0,0,37,59,0,0,68,12,77,0,0,0,0,0,0,0,0,81,84,28,0,22,6,58,38,0,0,10,42,0,38,0,32,0,19,48,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,34,0,57,37,37,0,11,40,43,38,0,0,62,0,27,48,32,60,16,0,42,46,0,0,10,0,0,0,0,41,0,0,0,0,8,0,41,13,37,34,56,0,41,0,40,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,62,0,0,0,23,0,0,0,0,0,0,0,19,53,0,0,12,0,0,0,0,36,26,0,52,0,0,0,39,28,54,0,0,9,1,0,19,29,67,62,84,28,0,48,33,41,0,0,0,18,0,45,0,0,0,0,0,0,34,34,0,0,0,13,68,0,0,0,0,0,0,0,0,48,56,25,0,17,6,46,30,0,0,9,0,0,33,0,35,0,19,26,40,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,36,0,57,37,33,0,12,36,44,28,0,0,0,0,48,49,45,62,11,59,0,48,0,0,12,0,0,0,0,37,0,0,0,31,10,0,19,0,0,0,53,59,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,46,0,0,0,22,0,0,0,0,0,0,0,60,50,0,0,12,0,0,0,0,30,22,0,53,0,0,0,37,24,54,0,0,7,1,0,19,32,62,60,85,28,0,38,23,45,0,0,0,21,55,0,0,0,26,0,0,0,0,0,0,70,0,11,62,0,0,0,0,0,0,0,0,43,82,18,0,13,7,49,32,0,0,9,0,0,32,0,37,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,44,0,57,39,35,0,11,44,41,31,0,0,0,22,29,61,48,59,20,45,47,67,0,0,16,0,0,0,0,47,0,22,0,0,9,0,44,11,57,20,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,53,0,0,0,20,0,0,0,0,0,0,0,7,48,0,0,12,0,0,0,0,37,0,0,53,0,0,0,37,43,57,0,0,8,1,0,15,30,60,62,85,30,0,52,28,51,0,0,0,25,0,0,0,0,0,0,0,0,31,0,0,0,0,11,77,0,0,0,0,0,0,0,0,62,91,22,0,14,6,50,27,0,0,13,0,0,41,0,36,0,19,35,79,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,40,0,58,39,32,0,16,45,45,48,0,0,0,16,31,63,36,59,19,0,50,54,0,0,8,0,0,0,0,0,0,16,0,19,10,0,37,0,50,30,0,54,37,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,54,0,0,0,19,0,0,0,0,0,0,0,4,49,0,50,11,0,0,0,0,35,39,0,54,0,0,0,37,22,52,0,0,9,1,0,14,28,61,65,95,16,0,46,38,55,0,0,0,27,0,40,0,0,36,0,0,0,42,32,0,0,0,13,77,0,0,0,0,0,0,0,0,57,64,23,0,14,7,56,30,0,0,10,38,0,38,0,38,0,18,48,55,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,34,0,46,36,32,0,12,42,43,41,0,0,0,0,28,53,34,57,21,0,0,47,0,0,5,0,0,0,0,37,0,0,0,0,12,46,41,11,0,47,55,0,34,26,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,55,0,0,0,20,0,0,0,0,0,0,0,5,46,0,41,12,0,0,0,0,33,0,0,55,0,0,0,35,32,49,0,0,9,1,0,19,28,62,74,95,34,0,43,41,55,0,0,0,21,69,0,0,0,28,0,0,0,50,0,0,0,0,11,77,0,0,0,0,0,0,0,0,53,55,25,0,16,8,50,27,0,0,11,68,0,42,0,39,0,24,41,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,30,0,40,33,31,0,10,42,41,39,0,0,0,0,30,50,25,62,21,0,49,49,0,0,7,0,0,0,0,0,0,0,0,0,12,0,41,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,28,0,0,0,0,0,0,100,5,51,0,0,11,0,0,0,0,33,0,0,48,0,0,0,36,24,56,0,0,5,1,0,20,37,69,81,89,35,0,51,29,65,0,0,0,29,0,0,0,57,0,0,0,0,45,0,0,65,43,9,73,0,0,0,0,0,0,0,0,39,71,24,0,0,8,52,28,0,0,10,64,0,29,0,49,0,24,33,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,41,0,52,41,30,0,9,37,41,32,0,0,0,15,38,54,41,60,19,0,0,41,0,0,7,0,0,0,0,0,0,15,0,0,10,0,18,11,0,38,0,0,36,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,54,0,0,0,21,0,0,0,0,0,0,0,7,41,0,0,10,0,0,0,0,38,33,0,53,0,0,0,30,34,48,0,0,7,1,0,15,34,70,60,86,31,0,56,25,49,0,0,0,32,0,0,0,0,37,0,0,0,38,0,0,50,42,11,75,0,0,0,0,0,0,0,0,58,81,22,0,24,5,50,27,0,0,9,42,0,34,0,39,0,24,39,61,0,0,0,0,0,0,0,0,0,0,0
2016-02-01,33,0,53,38,30,0,13,39,41,41,0,0,0,0,31,46,28,59,22,44,0,48,0,0,6,0,0,0,0,0,0,0,0,0,10,60,35,0,34,35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,25,0,0,0,0,0,0,0,6,39,0,0,10,0,0,0,0,39,0,0,52,0,0,0,29,28,47,0,0,9,1,0,18,31,64,60,94,20,0,53,34,49,0,0,0,25,0,0,0,0,43,0,0,0,54,0,0,0,0,10,71,0,0,0,0,0,0,0,0,37,78,35,0,21,7,55,23,0,0,8,0,0,33,0,39,0,20,44,72,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,36,0,53,40,32,0,16,40,35,46,0,0,0,14,33,52,28,57,18,0,0,40,0,0,10,0,0,0,0,0,0,14,0,0,11,0,27,12,0,56,51,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,32,0,0,0,0,0,0,0,5,39,0,0,10,0,0,0,100,36,21,47,49,0,0,94,28,16,46,0,0,6,1,0,19,37,61,64,88,20,0,36,37,45,0,0,0,23,0,0,0,0,0,0,0,0,42,0,0,0,0,19,69,0,0,0,0,0,0,0,0,69,67,20,0,20,7,49,30,0,0,11,45,0,36,0,47,0,25,50,37,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,38,0,53,33,28,0,13,46,37,37,0,0,0,24,28,55,25,61,24,0,0,45,0,0,5,0,0,0,0,36,0,24,0,0,10,0,26,12,0,29,0,0,33,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,43,0,0,0,29,0,0,0,0,0,0,0,6,40,0,0,10,0,0,0,0,34,27,0,45,0,98,0,27,31,47,0,0,5,0,0,27,32,65,66,90,25,0,51,22,38,0,0,0,25,0,0,0,72,30,0,0,0,66,38,0,0,46,0,61,0,0,0,0,0,0,0,0,38,83,22,0,14,8,33,24,0,0,10,40,0,38,0,43,0,18,35,42,54,0,0,0,0,0,0,0,0,0,0
2016-05-01,40,0,70,43,32,0,14,48,47,39,0,0,0,19,34,56,33,55,22,76,35,39,0,0,0,0,0,0,0,37,0,19,0,0,15,0,28,10,64,38,0,0,43,26,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,51,0,0,0,47,0,0,100,0,0,0,0,8,37,0,0,10,0,0,0,23,38,46,0,56,0,0,0,32,25,50,0,0,8,1,0,14,28,65,69,83,23,0,65,33,86,0,0,0,23,0,0,0,53,58,0,0,0,46,38,0,0,0,15,68,0,0,0,0,0,0,0,0,55,59,34,0,29,8,46,43,0,0,12,61,36,47,0,34,0,16,60,84,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,38,0,62,45,31,0,12,49,44,45,0,0,0,15,47,58,42,59,20,0,45,45,0,0,5,0,0,0,0,51,0,15,0,0,9,0,45,14,43,40,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,26,0,0,0,0,0,0,0,7,53,0,0,10,0,100,0,61,37,41,79,55,0,0,0,34,28,56,0,0,7,1,0,18,28,76,62,95,33,0,59,34,59,0,0,0,19,0,47,0,61,29,0,0,0,37,32,0,0,46,15,77,0,0,0,0,0,0,0,0,42,85,26,0,17,8,50,36,0,0,17,65,0,43,0,34,0,19,49,47,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,35,0,56,38,30,0,13,44,35,34,67,0,96,20,31,51,26,58,18,41,0,40,0,0,5,0,0,0,0,0,0,20,0,0,8,0,26,14,42,29,52,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,20,0,0,0,0,0,0,0,4,44,0,0,9,0,0,0,0,32,0,0,46,0,0,0,29,31,50,0,0,7,1,0,18,31,65,57,84,30,0,53,27,45,0,0,0,21,0,0,17,0,29,0,0,0,48,0,1,0,0,15,66,0,0,0,0,0,0,0,0,48,58,24,0,29,7,52,33,0,0,13,60,0,31,0,36,0,19,41,34,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,30,0,53,34,29,0,9,45,33,26,55,0,0,0,36,45,24,59,11,0,31,37,0,0,7,0,0,0,0,0,0,0,0,24,8,0,0,9,34,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,23,0,0,0,0,0,0,0,3,39,0,0,10,0,0,0,0,31,40,0,46,0,0,0,29,27,48,0,0,6,0,0,19,31,61,53,100,21,0,51,30,42,0,0,0,18,50,42,0,58,0,0,0,0,59,0,0,0,0,8,67,0,0,0,0,0,0,0,0,44,41,28,0,18,7,53,25,0,0,12,47,0,30,0,42,0,21,19,39,0,0,0,0,0,0,0,0,0,0,0
