date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2022-07-01,80,86,37,45,76,59,68,47,69,62,31,56,31,68,66,51,83,50,67,75,36,43,39,80,65,69,60,83,64,66,22,66,54,65,77,38,42,52,70,50,68,53,57,33
2022-08-01,80,53,37,53,100,68,72,27,66,61,30,51,29,72,73,61,84,49,67,74,37,32,47,82,65,74,55,84,63,43,22,81,55,79,85,43,28,55,80,52,73,47,59,32
2022-09-01,86,15,36,68,79,75,89,40,86,55,31,53,47,70,69,66,85,55,82,65,37,33,44,72,59,72,66,88,72,100,44,56,61,74,78,62,31,46,75,58,68,47,85,33
2022-10-01,83,9,42,83,85,80,82,41,82,56,37,49,55,78,65,55,87,50,81,63,60,28,53,79,59,76,62,91,79,63,53,80,63,78,84,77,100,45,61,78,63,32,99,34
2022-11-01,84,11,53,87,84,62,68,39,76,96,37,42,72,94,67,58,78,57,80,54,49,16,67,70,54,76,60,90,70,63,58,71,58,70,81,82,73,46,53,77,56,35,89,34
2022-12-01,85,14,49,53,63,55,62,25,66,100,28,45,52,81,57,46,76,41,69,53,35,9,75,70,61,60,47,81,56,21,41,77,42,58,64,60,65,56,50,68,50,23,68,28
2023-01-01,86,16,41,84,76,79,92,31,84,92,38,46,71,67,74,73,85,56,88,70,50,10,49,81,53,82,77,94,72,25,59,96,63,83,69,95,57,40,60,91,31,33,88,45
2023-02-01,83,16,44,79,75,80,68,29,82,71,36,47,70,66,70,85,84,60,86,63,53,10,46,83,61,80,69,98,72,32,52,92,64,77,68,84,36,38,64,83,33,34,89,35
2023-03-01,84,14,42,84,77,81,75,36,83,67,37,45,81,69,74,86,89,73,82,62,54,15,47,77,65,78,100,99,74,64,78,86,67,76,70,73,0,39,73,100,36,39,89,38
2023-04-01,84,30,40,69,68,60,65,30,74,62,33,40,63,71,65,61,85,77,76,65,45,16,45,77,61,74,60,90,64,67,63,68,60,73,63,58,0,40,72,74,40,33,78,37
2023-05-01,84,36,39,68,73,67,76,34,81,61,38,43,62,68,66,60,85,53,79,67,50,10,44,72,54,76,63,89,64,25,80,77,58,77,60,78,0,43,67,82,45,39,89,35
2023-06-01,85,100,38,56,81,68,82,29,76,56,33,55,50,69,71,57,82,53,75,67,51,12,37,73,53,75,67,95,64,30,43,80,62,79,59,60,0,45,74,90,21,23,68,35
2023-07-01,84,32,38,43,74,71,71,27,73,60,32,56,33,70,71,54,85,53,75,70,52,12,29,78,61,75,68,86,50,22,22,86,56,79,60,39,0,46,82,81,21,15,54,33
2023-08-01,87,19,36,51,65,69,83,23,71,64,30,51,29,71,71,65,76,47,72,69,48,8,43,83,62,78,62,85,52,32,13,78,55,81,63,34,0,44,88,80,15,14,60,32
2023-09-01,79,20,40,73,74,55,71,28,74,63,30,40,44,71,78,71,85,48,84,63,48,8,43,72,56,76,72,91,64,51,41,74,58,75,59,49,0,42,87,79,24,29,73,34
2023-10-01,79,13,41,70,61,71,58,31,80,57,35,45,59,75,73,69,76,58,79,55,53,6,52,74,53,76,62,92,71,53,47,69,59,78,60,53,0,40,75,84,29,28,78,37
2023-11-01,84,16,57,82,75,54,64,36,78,50,38,43,70,95,70,65,80,59,79,52,52,6,50,73,66,76,65,96,78,28,72,79,61,76,76,65,0,35,69,99,26,32,87,44
2023-12-01,83,13,55,71,62,64,50,27,65,58,39,41,56,91,57,55,78,45,69,51,41,5,47,75,63,61,57,85,63,14,49,71,50,70,65,55,0,43,67,70,34,23,72,78
2024-01-01,90,13,42,88,73,92,48,32,83,64,41,44,69,67,78,84,80,63,88,67,58,7,43,71,50,88,100,100,84,38,63,100,74,93,61,68,0,35,79,84,39,41,77,100
2024-02-01,89,10,43,83,85,74,49,34,85,64,42,37,73,70,88,91,84,62,84,63,62,7,44,76,56,84,78,97,76,39,66,93,71,95,58,78,0,33,80,87,32,46,80,54
2024-03-01,86,19,40,91,78,77,51,34,82,63,38,36,78,72,76,91,81,78,84,63,61,8,43,74,60,82,79,95,76,12,75,85,67,92,56,75,0,34,77,94,37,45,81,96
2024-04-01,85,22,40,89,73,66,42,34,81,60,43,34,66,70,75,76,83,88,82,65,57,14,49,72,61,82,78,95,74,12,78,73,70,92,58,82,0,36,75,88,22,44,80,89
2024-05-01,85,45,38,83,67,70,39,33,82,59,39,35,69,70,79,65,77,53,78,62,53,7,40,71,51,75,71,90,74,9,100,76,65,83,47,66,0,42,77,83,32,46,78,79
2024-06-01,86,50,38,69,55,71,40,36,76,64,32,39,52,68,84,59,77,50,72,68,46,7,55,70,49,78,73,87,75,13,54,80,64,82,45,57,0,42,71,70,25,30,66,71
2024-07-01,92,33,36,54,50,65,35,36,71,66,35,44,39,70,76,61,79,55,72,75,49,12,58,73,51,75,81,90,65,8,36,90,75,82,44,44,0,45,84,68,15,26,60,83
2024-08-01,87,32,36,66,46,71,38,29,69,66,29,46,35,75,78,69,78,50,72,71,51,6,31,82,57,74,72,86,61,6,24,71,71,89,53,39,0,46,88,67,16,25,58,79
2024-09-01,86,9,36,88,53,68,40,34,80,58,34,33,59,73,84,77,81,54,87,65,51,5,38,74,49,84,83,92,93,7,48,93,77,90,56,56,0,40,93,88,21,41,80,85
2024-10-01,94,12,37,91,58,78,38,34,81,62,45,34,68,76,81,69,82,69,81,57,57,6,42,76,49,87,69,91,91,7,65,88,78,88,60,78,0,42,74,84,26,39,85,97
2024-11-01,95,9,47,99,59,80,40,34,73,59,39,33,73,100,75,68,77,57,83,49,57,5,38,71,48,78,67,84,92,8,96,83,69,85,68,72,0,34,72,86,24,46,97,80
2024-12-01,92,10,41,68,50,69,41,31,67,56,34,32,61,91,62,59,76,46,73,51,46,4,40,70,53,66,64,82,68,5,55,70,55,69,56,51,0,40,66,76,26,41,76,67
2025-01-01,93,11,34,92,67,82,40,31,85,64,39,35,69,65,83,88,83,65,93,71,80,6,39,70,46,87,75,97,94,9,77,94,88,100,57,79,0,35,70,87,33,53,97,89
2025-02-01,96,15,36,96,68,100,41,33,82,62,38,33,70,63,87,94,84,67,84,64,72,6,45,74,48,87,71,98,83,8,60,82,80,93,60,69,0,33,82,91,35,50,95,92
2025-03-01,90,12,34,97,69,85,36,33,88,70,43,32,81,69,84,91,86,87,84,67,67,7,39,71,45,86,80,97,74,8,92,77,80,92,60,88,0,34,81,94,43,53,100,94
2025-04-01,88,34,36,78,61,75,34,29,80,72,39,33,67,79,89,84,88,100,83,71,59,12,42,67,51,78,70,94,85,16,71,73,73,97,70,67,0,36,88,88,46,42,89,82
2025-05-01,86,30,34,77,57,80,35,33,82,60,37,33,61,69,85,75,85,59,80,72,62,7,43,69,46,77,70,89,70,15,73,79,71,90,54,69,0,40,83,84,18,43,82,84
2025-06-01,89,80,33,79,49,77,37,31,81,62,35,38,58,66,86,77,85,54,85,77,66,8,31,69,46,82,72,91,100,11,54,80,77,87,54,66,0,42,89,87,48,34,75,86
2025-07-01,100,81,35,60,51,91,47,30,74,56,34,35,34,69,88,80,88,56,76,77,84,6,32,72,50,79,78,88,59,8,22,73,72,95,57,50,0,46,98,76,0,24,55,83
2025-08-01,100,41,36,77,52,79,56,24,71,63,35,33,34,71,86,91,88,62,75,77,77,5,37,85,60,74,73,87,57,6,24,75,63,95,57,57,0,54,100,75,19,26,60,74
2025-09-01,97,13,34,87,54,79,43,29,82,56,39,32,55,70,96,95,89,56,88,63,73,5,36,70,53,81,86,93,80,7,59,64,72,91,49,64,0,43,84,84,17,38,83,92
2025-10-01,98,18,40,100,58,75,42,33,85,66,45,31,65,79,88,88,93,60,90,60,72,5,38,76,54,83,66,92,76,7,50,59,73,86,65,71,0,46,82,94,12,38,82,90
