date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,train schedule,train ticket price,power cut schedule,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2022-12-01,57,0,84,21,78,0,60,79,38,87,43,40,39,61,26,38,54,44,66,14,19,29,30,42,19,34,2,36,33,49,0,20,0,12,33,0,22,44,0,50,6,7,68,24
2023-01-01,58,0,76,16,82,0,68,83,42,81,64,44,68,54,30,47,58,41,79,16,22,35,30,43,19,40,3,39,41,53,0,17,9,19,32,0,13,34,0,56,7,8,81,28
2023-02-01,54,0,75,0,82,0,93,78,41,71,53,43,56,54,36,39,55,40,75,19,24,31,28,44,18,42,2,38,29,58,0,9,0,9,35,0,18,51,0,52,5,6,92,27
2023-03-01,54,0,72,25,74,0,62,82,45,71,62,42,50,53,39,53,59,39,76,20,10,32,27,47,19,40,4,38,34,54,0,14,0,18,24,0,32,35,0,81,7,7,77,35
2023-04-01,57,0,66,18,67,0,66,85,40,73,57,43,37,57,34,39,54,46,71,25,14,27,30,55,26,38,2,36,29,56,100,13,0,19,27,0,42,64,0,57,5,7,57,26
2023-05-01,58,0,63,24,73,0,70,82,42,63,65,42,55,52,30,45,54,43,68,30,15,28,29,58,24,43,3,37,24,61,71,16,11,19,31,0,65,47,0,63,6,9,80,30
2023-06-01,58,51,63,0,76,0,54,81,44,70,47,53,40,59,32,49,53,50,74,35,16,31,23,68,32,39,3,38,31,62,0,20,0,26,35,0,63,59,0,68,5,7,58,27
2023-07-01,61,79,67,25,72,0,72,80,46,70,64,60,36,59,32,43,45,55,68,41,19,27,17,85,36,42,4,39,50,62,0,9,0,23,26,0,64,78,0,59,2,5,48,28
2023-08-01,61,44,54,0,71,0,78,79,42,67,53,58,36,61,31,37,40,51,71,39,11,25,24,93,32,42,5,37,49,70,0,17,0,21,30,0,49,91,0,48,2,5,48,26
2023-09-01,54,0,62,0,75,0,44,83,42,65,61,44,40,58,38,31,48,48,86,33,12,31,29,73,30,44,3,41,58,61,0,16,13,18,19,0,74,69,0,59,3,5,64,29
2023-10-01,56,0,69,20,78,0,37,99,47,69,55,47,42,59,30,45,55,56,83,24,20,35,27,61,25,48,3,44,60,67,0,21,10,22,31,0,58,58,0,63,3,7,62,27
2023-11-01,58,0,90,23,71,0,44,92,43,57,73,42,46,60,30,30,52,39,85,17,14,38,26,44,19,45,4,44,52,54,0,13,9,21,36,0,24,71,0,54,4,6,57,26
2023-12-01,62,0,84,18,70,0,34,85,39,76,62,38,37,59,26,49,48,43,75,17,17,26,26,48,19,40,3,40,44,55,0,11,9,21,32,0,19,69,0,57,3,7,51,38
2024-01-01,58,0,80,0,74,38,40,90,49,76,70,40,46,55,26,64,56,45,92,21,24,37,26,45,20,51,3,44,39,69,0,28,0,29,40,0,15,58,0,58,6,9,54,42
2024-02-01,52,0,72,20,68,0,0,95,49,72,83,31,58,52,36,50,61,45,84,24,31,44,24,50,24,59,5,45,34,62,0,18,9,29,33,0,17,58,0,55,6,8,43,34
2024-03-01,57,0,68,27,74,0,23,87,53,70,65,32,56,58,40,52,62,53,87,28,24,43,22,52,25,61,5,45,49,63,0,100,12,31,26,0,27,33,0,59,5,8,50,40
2024-04-01,56,0,63,26,71,0,0,81,49,69,86,29,58,56,34,47,52,56,81,29,22,36,22,55,26,57,5,41,29,58,87,24,0,33,28,0,38,52,0,57,6,8,55,44
2024-05-01,59,0,59,27,77,0,0,83,49,83,74,31,54,61,39,42,60,59,84,34,26,44,23,63,26,55,4,43,39,66,0,18,11,31,33,0,55,50,0,60,7,10,57,44
2024-06-01,69,0,52,0,66,0,0,76,47,88,70,30,69,58,50,50,56,60,81,41,28,36,27,66,29,59,5,42,43,67,87,18,0,30,32,0,71,62,0,58,5,8,50,45
2024-07-01,79,0,53,25,67,0,0,73,52,92,59,34,69,62,43,56,44,62,80,52,27,38,19,82,33,55,6,43,48,67,0,24,12,25,59,0,56,76,0,51,3,7,47,48
2024-08-01,69,0,47,28,67,0,30,66,47,93,48,40,59,64,30,50,42,52,79,45,25,29,21,90,38,52,6,40,36,74,0,18,0,29,37,0,46,69,0,47,3,6,42,46
2024-09-01,59,0,54,28,74,0,0,79,54,73,55,31,44,57,45,48,54,50,88,38,27,36,24,70,37,56,6,44,43,69,0,26,10,35,51,0,74,60,0,56,5,7,61,47
2024-10-01,65,0,58,37,68,0,0,78,56,77,73,30,83,59,45,57,64,56,89,30,27,43,23,62,29,58,5,48,60,62,0,23,20,38,51,0,59,80,0,61,6,10,59,47
2024-11-01,74,0,78,23,76,0,0,85,53,77,56,30,62,65,48,72,63,50,89,23,19,40,21,49,25,63,5,45,54,72,91,20,19,35,58,0,36,64,0,97,6,10,56,46
2024-12-01,67,0,66,34,68,80,41,70,52,79,69,27,50,65,32,61,60,49,84,23,26,44,21,50,21,58,4,46,28,62,0,13,13,33,49,0,23,67,0,58,5,9,51,40
2025-01-01,67,0,66,28,73,0,0,78,62,87,71,30,87,60,49,68,68,59,95,38,34,49,24,49,37,66,18,52,46,63,0,22,23,51,0,0,18,53,100,60,6,10,60,52
2025-02-01,57,0,62,21,75,0,0,90,91,77,62,29,100,57,85,54,60,69,88,86,59,78,24,63,90,100,81,87,72,62,99,18,21,48,47,70,21,36,0,53,6,10,58,92
2025-03-01,60,0,64,25,74,0,0,86,94,100,90,29,100,59,100,51,65,72,92,92,54,71,20,63,87,87,92,99,44,64,72,18,35,50,50,0,35,65,0,60,6,10,55,93
2025-04-01,61,56,61,24,79,0,0,90,96,96,71,28,96,68,97,60,61,73,91,95,60,68,22,77,100,84,100,96,57,75,0,22,39,62,43,0,52,76,0,68,6,9,48,91
2025-05-01,60,0,60,0,72,0,44,98,100,83,67,30,96,64,98,67,65,75,91,99,71,69,24,81,65,78,94,100,45,71,0,0,40,47,46,0,65,50,0,55,5,11,46,93
2025-06-01,67,100,59,33,79,0,0,93,98,85,96,37,99,74,99,100,58,77,94,100,73,68,18,87,67,77,75,83,100,100,97,32,44,61,100,0,77,63,0,52,4,9,46,100
2025-07-01,73,0,55,0,66,0,0,87,57,90,85,35,58,69,50,63,54,58,95,54,19,43,16,84,39,45,9,44,61,67,0,14,14,27,84,0,63,61,0,52,3,8,47,60
2025-08-01,76,76,48,36,77,56,34,79,55,90,63,36,46,71,24,70,48,69,89,48,16,29,22,100,40,44,8,44,67,83,0,0,17,40,83,0,74,100,0,51,4,8,40,51
2025-09-01,60,0,51,0,65,0,0,100,56,73,70,28,58,66,43,64,59,51,100,39,46,32,25,74,35,45,6,47,31,52,0,14,12,26,39,0,91,72,0,83,4,9,58,49
2025-10-01,59,0,54,100,75,0,0,97,61,69,85,28,80,68,40,54,67,100,96,33,56,46,23,61,31,46,5,51,50,70,79,14,18,28,73,0,71,66,0,73,4,10,55,52
