date,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht,/m/02v_8dy,/m/09jx2,/m/04n7dpf,/m/0g_fl,/m/01rd35,/m/016ldw,/g/11cks2gbc8,/m/0cvgr,/m/06bmj_x,/m/06lry,/m/0hbm6,/m/0drqp,/m/014dsx,/m/07s_c,/g/11bc57hf91,/m/01tzw5,/m/018m33,/g/121g16mn,/g/1216wtvp,/m/088p1q,/g/1236svz8,/m/0pb8nv_,/m/02r5p3,/m/05457c,/m/0218w7,/g/11w4h00ll9,/m/06bmj_y,/m/026gdg4,/m/09y23_,/m/01s_5,/m/01cf44,/m/0545k,/m/01cf0p,/m/0cs24,/m/0z_xz,/m/0d130,/m/0hdyy,/m/011d_9rh,/m/04sng5,/m/0hhw8xd,/m/05nxj0,/m/0c40cq0,/m/06njd,/m/081zw_,/m/02vtq7g,/m/091tvr,/m/02r49f,/m/01406c,/m/04f0h,/m/020d7_,/g/1213tqm6,/m/0h7q5bz,/m/025t20m,/m/042px7,/m/017l39,/g/11cp7w3r6w,/g/11fsrblbyd,/m/03nw7w,/g/11lc9ltvgb,/g/11s7rb01fr,/g/120lq987,/m/079gm,/g/1q582vwlz
2017-10-01,36,0,23,38,0,0,13,26,52,45,47,0,0,16,33,77,30,68,19,0,0,24,0,0,0,0,0,0,0,0,0,16,0,25,13,0,45,0,33,46,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,30,0
2017-11-01,40,0,25,38,0,0,14,28,53,24,0,0,0,17,30,79,25,69,25,0,50,24,0,0,0,0,0,0,0,0,0,17,0,38,18,38,38,0,58,0,61,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,37,0
2017-12-01,36,0,21,27,0,0,10,24,43,27,0,0,0,17,28,70,24,64,20,0,0,23,0,0,6,0,0,0,0,0,0,17,0,17,13,0,31,0,0,32,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,21,0
2018-01-01,36,0,32,33,0,0,14,27,55,35,0,0,0,0,33,68,28,75,22,0,36,28,0,0,5,0,0,0,0,0,0,0,0,0,13,0,38,0,44,54,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,34,0
2018-02-01,43,0,42,34,0,0,14,24,47,29,0,0,50,0,33,72,28,78,17,0,81,34,0,0,0,0,0,0,0,0,0,0,0,21,10,0,17,0,48,32,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,29,0
2018-03-01,43,0,58,27,0,0,12,28,51,39,0,0,0,16,43,73,25,72,12,0,37,31,0,0,4,0,0,0,0,0,0,16,100,0,10,0,42,23,29,45,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,48,0
2018-04-01,39,0,40,22,0,0,10,32,48,43,61,0,0,0,31,76,25,84,28,0,0,32,0,0,7,0,0,0,0,0,0,0,0,0,12,0,29,25,0,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,61,22,0
2018-05-01,44,0,51,30,0,0,17,29,57,56,52,0,0,25,46,61,27,72,29,0,44,29,0,0,8,0,0,0,0,0,0,25,0,22,13,0,46,16,42,51,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,39,0
2018-06-01,36,0,0,27,0,0,13,29,48,43,0,0,51,0,31,62,22,70,27,0,36,29,0,0,8,0,0,0,0,0,0,0,0,0,11,0,47,18,42,50,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,32,0
2018-07-01,34,0,0,35,0,0,14,46,50,48,0,0,71,24,38,69,26,78,25,0,0,32,0,0,7,0,0,0,0,0,0,24,0,17,12,0,42,30,40,27,53,0,62,34,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,64,0,0,0,19,0
2018-08-01,33,0,0,30,0,36,11,36,49,27,0,0,45,17,40,61,24,78,39,0,0,31,0,0,4,0,0,0,0,0,0,17,0,27,12,0,35,18,33,37,0,0,63,65,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,64,0,0,0,37,0
2018-09-01,40,0,0,33,0,0,18,29,50,49,0,0,84,0,41,65,32,79,25,0,68,38,0,0,11,0,0,0,0,0,0,0,0,0,12,0,40,24,46,34,0,0,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,54,0
2018-10-01,41,0,37,37,0,0,14,27,50,48,59,0,0,0,40,66,39,69,27,0,32,64,0,0,8,0,0,0,0,0,0,0,0,0,14,0,52,24,38,39,0,0,35,25,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,50,0,0,0,55,0
2018-11-01,37,0,46,37,2,0,13,30,45,33,0,0,58,20,41,75,28,76,22,0,28,39,0,0,6,0,0,0,0,0,0,20,0,0,14,0,43,14,0,27,41,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,37,0
2018-12-01,29,0,41,32,3,0,9,27,46,30,0,0,0,0,41,65,18,78,18,0,37,34,0,0,6,0,0,0,0,0,0,0,0,29,13,0,25,31,0,36,0,0,35,41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,43,0,0,0,27,0
2019-01-01,33,0,47,37,4,0,17,29,52,50,51,0,57,0,47,78,30,86,19,0,40,37,0,0,6,0,0,0,0,0,0,0,0,19,14,0,47,26,0,41,0,0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,18,0
2019-02-01,33,0,57,45,5,0,13,30,50,51,86,0,0,32,43,75,26,90,21,0,0,39,0,0,6,0,0,0,0,0,0,32,0,18,13,0,42,30,0,28,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,38,0
2019-03-01,30,0,58,48,7,0,17,29,53,74,55,0,46,34,48,72,23,82,22,0,97,29,0,0,5,0,0,0,0,0,0,34,0,22,12,0,36,28,57,60,0,0,33,22,0,0,0,0,0,0,0,0,0,27,36,0,0,0,0,0,0,0,52,0,0,45,31,0
2019-04-01,24,0,35,34,5,0,12,24,40,38,0,0,0,14,34,63,23,74,14,0,0,28,0,0,4,0,0,0,0,0,0,14,0,38,12,0,0,24,0,31,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,39,0,0,0,27,0
2019-05-01,27,0,45,41,7,0,13,31,46,29,0,0,56,19,46,62,26,63,37,0,28,25,0,0,6,0,100,0,0,0,0,19,0,32,11,0,41,29,33,39,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,29,0
2019-06-01,27,0,52,40,7,0,11,30,49,44,0,0,0,21,46,79,23,67,18,0,0,21,0,0,5,0,0,0,0,0,0,21,0,30,13,0,49,25,0,32,0,0,40,28,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,54,0,0,0,32,0
2019-07-01,27,0,72,53,8,0,13,36,55,51,0,0,61,32,67,77,28,80,34,0,38,24,0,0,4,0,0,0,0,0,0,32,0,33,14,0,40,24,36,20,35,0,49,37,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,66,0,0,0,35,0
2019-08-01,26,0,69,41,5,0,12,35,49,49,0,0,48,27,47,66,27,100,23,0,42,27,0,0,6,0,0,0,0,0,0,27,0,35,16,0,40,35,0,23,0,0,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,0
2019-09-01,30,0,58,41,8,43,14,38,52,53,0,0,59,18,46,87,27,87,26,0,29,29,0,0,0,0,0,0,0,0,0,18,0,34,19,0,43,34,33,38,47,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,27,0
2019-10-01,27,0,79,38,7,0,12,32,54,37,0,0,0,31,49,79,23,80,24,0,0,26,0,0,4,0,0,0,0,0,0,31,90,43,15,0,37,34,29,29,0,0,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,0
2019-11-01,20,0,65,37,6,0,11,31,48,32,0,0,91,14,46,69,40,82,23,0,0,27,0,0,7,0,0,0,0,0,0,14,0,22,13,0,46,34,0,24,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,22,0
2019-12-01,19,0,44,36,7,0,13,34,50,34,0,0,43,15,44,69,28,81,32,0,31,28,0,0,7,0,0,0,0,0,0,15,0,29,16,35,37,22,44,38,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,53,0,0,54,0,0
2020-01-01,22,0,57,39,7,0,13,35,60,48,61,0,49,20,44,75,29,84,30,0,60,31,0,0,6,0,0,0,0,0,0,20,0,26,15,34,42,35,27,33,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,30,0
2020-02-01,28,0,100,57,9,0,20,92,52,51,59,0,0,26,49,81,36,83,65,0,34,26,0,0,6,0,0,0,0,0,0,26,0,46,13,0,46,35,35,40,0,0,41,29,0,0,0,0,0,0,0,0,0,29,37,0,0,0,0,0,0,0,64,0,0,0,21,0
2020-03-01,21,0,52,45,5,0,14,60,40,60,0,0,46,62,42,58,52,75,86,0,0,26,0,0,7,0,0,0,0,0,0,62,0,32,14,0,43,31,31,31,0,0,26,17,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,41,0,0,0,28,0
2020-04-01,21,0,51,46,2,0,11,37,42,35,0,0,40,74,28,65,30,45,23,0,39,21,0,0,7,0,0,0,0,0,0,74,0,35,9,0,54,29,0,23,42,0,19,19,0,0,0,0,0,0,0,0,0,29,36,0,0,0,0,0,0,0,29,0,0,0,53,0
2020-05-01,20,0,57,46,3,0,16,85,50,40,49,0,47,47,38,66,40,47,30,0,33,18,0,0,8,0,0,0,0,0,0,47,0,32,10,0,66,36,0,34,0,0,23,23,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,39,0,0,0,34,0
2020-06-01,25,0,51,38,3,0,11,77,58,54,59,0,52,38,47,85,40,54,28,49,34,18,0,0,3,0,0,0,0,0,0,38,0,26,12,0,57,25,34,30,50,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,34,0
2020-07-01,20,0,50,36,4,0,13,67,55,43,0,0,0,30,45,90,31,58,23,34,47,17,0,0,4,0,0,0,0,0,0,30,0,25,11,0,55,18,0,26,0,0,20,18,0,0,0,0,0,0,0,0,0,32,60,0,0,0,0,0,0,0,42,0,0,0,47,0
2020-08-01,23,0,36,37,4,0,14,56,50,54,0,0,44,39,63,81,37,65,100,39,40,17,0,0,11,0,0,0,0,0,0,39,0,20,12,0,46,18,37,38,44,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,32,0
2020-09-01,27,0,41,50,6,0,17,46,64,72,57,0,55,47,51,77,44,60,44,51,37,17,0,0,16,0,0,0,0,0,0,47,87,44,15,0,60,11,33,62,74,0,35,23,0,0,0,0,0,0,0,0,0,28,64,0,0,0,0,0,0,0,52,0,0,0,39,0
2020-10-01,19,0,26,35,5,0,9,32,49,61,0,0,70,21,44,66,39,39,22,0,42,12,0,0,4,0,0,0,0,0,0,21,0,35,10,36,49,16,32,25,37,0,17,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,36,0,0,0,32,0
2020-11-01,18,0,38,37,4,0,8,30,59,34,0,0,0,27,48,65,42,41,26,44,64,12,0,0,5,0,0,0,0,0,0,27,0,28,10,41,63,25,35,26,0,42,21,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,47,0
2020-12-01,18,0,27,35,4,0,10,35,59,43,0,0,0,22,43,79,43,43,23,0,0,15,0,0,0,0,0,0,0,0,0,22,0,55,13,0,43,27,33,35,39,0,22,0,0,0,0,0,0,0,0,0,0,26,51,0,0,0,0,0,0,0,40,0,0,0,34,0
2021-01-01,18,0,40,37,6,0,15,35,67,65,0,0,0,20,53,76,69,46,27,0,37,21,0,0,4,0,0,0,0,0,0,20,0,55,11,0,53,30,46,53,0,0,24,0,0,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,44,0,0,0,30,0
2021-02-01,18,0,42,42,5,0,14,37,68,64,51,0,57,15,58,72,59,51,21,43,45,22,0,0,5,0,0,100,0,0,0,15,0,41,12,0,63,23,35,36,37,0,22,0,0,0,0,0,0,0,0,0,0,31,49,0,0,0,0,0,0,0,44,0,0,0,37,0
2021-03-01,15,0,52,38,5,0,16,52,61,59,0,0,71,22,61,86,38,58,24,45,38,23,0,0,5,0,0,0,0,0,0,22,69,56,11,32,53,39,42,30,40,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,57,25
2021-04-01,15,0,39,33,5,0,12,82,66,44,0,0,53,15,44,75,44,57,18,0,0,27,0,0,0,0,0,0,0,0,0,15,0,17,11,0,62,38,35,34,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,42,27,0
2021-05-01,12,0,41,35,6,0,11,60,62,39,0,0,46,16,46,69,46,52,20,40,35,17,0,0,5,0,0,0,0,0,0,16,0,24,11,30,52,32,0,26,40,0,22,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,0,77,0,0,44,0,0,0,44,0
2021-06-01,14,0,50,50,5,0,16,55,69,42,0,0,51,23,51,79,49,61,26,50,31,21,0,0,5,0,0,0,0,0,0,23,0,18,13,0,54,26,60,20,37,0,20,22,0,0,0,0,0,0,0,0,0,0,49,0,0,0,100,0,0,0,46,0,0,45,48,0
2021-07-01,17,0,52,53,23,0,21,66,61,51,81,0,0,21,52,83,35,57,22,35,50,23,0,0,7,0,0,0,0,0,0,21,0,18,12,37,58,34,0,37,62,0,22,0,0,0,0,0,0,0,0,0,0,26,49,0,0,0,0,0,0,0,46,0,0,37,49,0
2021-08-01,18,0,52,52,25,0,17,60,66,47,0,0,63,14,42,74,40,61,25,42,41,23,0,0,8,0,0,0,0,0,0,14,0,20,11,0,64,41,36,23,44,0,23,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,43,0,0,0,42,0
2021-09-01,18,0,42,53,29,0,17,68,69,45,43,0,71,45,64,71,47,54,27,45,52,28,0,0,6,0,0,0,0,0,0,45,0,29,13,0,69,33,43,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,50,0,0,0,46,0
2021-10-01,11,0,46,39,31,0,18,64,61,51,0,0,66,17,56,64,35,64,20,30,49,19,0,0,6,10,0,0,0,0,0,17,0,22,14,0,57,37,31,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,48,0,0,44,42,0
2021-11-01,11,0,44,40,34,0,17,76,64,42,0,0,62,21,74,74,39,70,25,49,0,21,69,0,10,23,0,0,0,0,0,21,0,35,16,0,57,22,37,29,0,0,21,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,49,0,0,46,50,0
2021-12-01,13,15,52,39,27,0,17,44,60,51,47,0,45,26,57,73,42,77,20,34,44,21,0,0,12,16,0,0,0,0,0,26,0,27,11,0,59,40,31,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,33,0
2022-01-01,15,22,86,73,35,27,38,54,78,83,51,0,91,28,98,86,58,82,32,74,57,23,0,0,19,29,0,0,0,0,0,28,0,34,16,47,87,66,70,70,49,0,36,24,0,0,0,0,0,0,0,0,0,22,51,0,0,0,0,0,0,0,63,0,0,51,73,0
2022-02-01,12,20,74,79,37,0,41,34,75,72,70,0,97,28,52,80,58,89,40,100,62,24,0,0,19,31,0,0,0,25,0,28,0,33,19,45,63,53,27,51,79,37,32,30,0,0,0,0,0,0,0,0,0,100,92,0,0,0,0,0,0,0,60,0,0,45,100,0
2022-03-01,27,100,67,100,39,0,85,46,75,96,76,0,79,46,47,79,57,84,30,75,55,74,0,0,74,33,0,0,0,18,0,46,0,30,17,51,73,34,37,62,81,23,26,31,0,0,0,89,0,0,0,0,0,14,62,39,0,0,0,0,0,0,61,0,0,45,82,19
2022-04-01,26,33,56,94,29,17,100,100,69,100,59,0,68,46,37,100,39,58,22,50,48,62,0,0,100,30,0,0,0,20,0,46,0,26,35,44,55,30,18,70,63,0,22,18,17,0,99,0,0,0,0,0,0,15,25,0,0,0,0,34,0,0,53,0,0,34,36,19
2022-05-01,23,10,25,85,32,0,78,66,68,34,43,0,85,63,37,75,36,55,27,63,57,47,0,0,74,36,0,0,0,0,0,63,0,57,16,45,61,32,26,32,31,0,7,15,21,0,0,100,0,0,0,0,0,0,19,0,0,0,0,51,0,0,54,0,0,0,51,0
2022-06-01,19,47,54,89,45,0,64,46,65,59,62,0,77,64,43,69,29,53,22,55,47,41,0,0,85,38,0,59,0,0,0,64,0,55,14,62,67,41,18,58,39,0,21,14,0,0,0,77,0,0,0,0,0,20,70,0,0,0,0,0,0,0,68,0,0,35,67,0
2022-07-01,18,76,53,94,35,0,58,43,58,81,78,0,84,62,46,64,27,58,19,47,37,31,0,0,91,14,0,0,0,0,0,62,0,65,14,23,68,49,20,51,30,0,21,13,21,0,0,93,0,0,0,0,0,20,65,0,0,0,0,0,0,0,53,0,0,48,74,0
2022-08-01,27,58,56,83,43,0,46,59,71,65,72,0,100,50,55,83,34,77,25,50,49,24,0,0,75,29,0,0,0,0,0,50,0,73,21,31,61,58,29,46,47,27,28,15,0,0,0,71,56,0,0,0,100,16,72,62,0,0,0,0,0,0,65,0,0,77,55,0
2022-09-01,25,34,45,77,39,0,44,46,77,71,47,100,65,54,62,74,41,78,27,44,31,25,0,0,68,27,0,0,0,0,0,54,0,67,19,28,86,72,48,54,51,0,29,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,76,0,0,34,72,0
2022-10-01,25,28,31,75,41,0,39,46,68,74,60,0,91,73,56,78,34,75,24,49,29,26,0,0,60,15,0,0,0,0,0,73,0,53,22,40,80,69,34,38,51,0,39,0,0,0,0,0,0,0,0,0,0,17,77,0,0,0,0,0,0,0,66,0,0,36,59,44
2022-11-01,25,20,33,82,38,0,38,40,61,60,53,0,55,67,57,74,32,75,31,67,43,22,0,0,66,22,0,0,0,0,0,67,0,63,56,47,81,87,35,57,41,36,32,22,0,100,0,0,0,0,0,0,0,34,69,0,0,0,0,0,0,0,61,0,0,39,53,33
2022-12-01,20,17,28,69,35,0,32,41,56,50,40,0,68,47,100,67,29,66,23,64,38,21,0,0,57,35,0,0,0,0,0,47,0,77,100,34,70,84,45,36,39,0,26,0,0,0,0,0,0,0,0,0,0,25,66,0,0,0,0,0,100,0,51,0,0,29,47,36
2023-01-01,22,14,34,80,37,0,39,44,61,64,66,0,84,45,66,76,29,74,22,50,46,23,0,0,50,40,0,0,0,0,0,45,0,74,66,54,86,99,31,46,60,37,32,0,0,0,0,0,0,0,0,0,30,17,68,0,0,0,0,0,0,0,61,0,0,26,44,38
2023-02-01,24,25,36,85,39,0,36,41,78,56,69,0,73,37,53,79,34,74,25,46,25,24,0,0,71,37,0,0,0,0,0,37,0,62,22,100,83,100,26,48,60,35,28,0,0,0,0,0,0,0,0,0,0,27,100,0,100,0,0,0,0,0,59,0,0,0,64,24
2023-03-01,54,0,27,78,53,0,44,46,87,70,44,0,73,38,61,80,39,83,22,58,44,100,0,0,49,39,0,0,0,0,0,38,0,84,20,42,88,92,22,56,53,0,13,24,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,64,0,0,0,57,30
2023-04-01,29,0,26,53,44,0,30,41,69,57,35,0,72,33,54,69,29,71,16,42,23,45,0,0,30,39,0,0,0,0,0,33,0,56,72,32,58,65,25,41,31,0,10,16,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,50,0,0,0,35,29
2023-05-01,32,10,35,79,54,27,32,48,81,69,57,0,90,38,69,75,29,75,19,58,35,51,0,0,46,48,0,0,0,0,0,38,0,67,21,42,100,100,47,61,62,0,27,21,0,0,0,0,0,0,0,0,0,33,48,0,0,0,0,0,0,0,69,0,0,0,43,46
2023-06-01,38,8,30,67,53,0,28,52,78,63,30,0,92,32,64,62,29,73,26,62,35,59,0,0,41,40,34,0,0,18,0,32,0,83,19,33,84,53,20,30,0,0,15,14,0,0,0,0,0,0,0,0,32,17,38,0,0,0,0,0,0,0,68,0,0,25,48,39
2023-07-01,36,7,30,60,51,0,26,54,82,57,32,0,63,27,63,77,43,84,24,58,29,55,0,0,30,42,0,0,0,0,0,27,0,58,16,43,68,67,0,30,47,0,9,0,0,0,0,0,0,0,0,0,0,18,43,0,0,0,0,0,0,0,63,0,0,0,63,28
2023-08-01,35,0,32,61,50,0,24,48,100,61,47,0,82,27,68,69,36,76,21,47,27,53,0,0,23,65,0,0,0,0,0,27,0,89,20,34,66,66,21,36,46,28,9,13,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,64,0,0,0,57,34
2023-09-01,30,10,26,62,49,0,23,39,66,55,38,0,81,29,70,65,30,72,22,59,27,33,0,0,21,100,0,0,0,18,0,29,0,80,23,42,72,55,34,28,34,0,7,16,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,62,0,0,0,42,45
2023-10-01,30,0,21,58,46,0,22,37,62,54,0,0,62,20,68,65,24,64,20,44,25,25,0,0,24,43,0,0,0,0,0,20,0,90,18,40,80,43,24,26,45,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,35,67
2023-11-01,25,0,26,57,55,0,23,39,69,54,38,0,65,25,73,64,26,61,26,56,47,28,0,0,26,45,0,0,0,0,0,25,0,82,19,52,83,40,29,39,27,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,67,0,0,0,44,62
2023-12-01,25,7,21,51,100,0,22,37,63,31,50,0,79,18,60,71,29,70,16,39,0,27,0,0,17,33,0,0,0,0,0,18,0,78,21,46,55,33,30,20,28,0,6,16,0,0,100,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,57,0,0,0,37,52
2024-01-01,26,17,23,52,98,0,24,39,67,62,52,0,87,25,57,69,28,67,21,29,0,28,0,0,25,26,0,0,0,0,0,25,0,88,21,44,65,54,24,47,38,0,6,14,0,0,0,74,0,0,0,0,0,0,31,0,0,0,0,0,0,0,56,0,0,0,37,31
2024-02-01,31,10,36,53,66,0,23,40,59,46,38,0,78,31,55,68,27,65,18,40,30,31,0,0,23,24,0,80,0,0,0,31,0,95,18,32,66,71,27,33,0,0,6,18,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,52,0,0,0,30,44
2024-03-01,30,12,29,55,91,0,23,39,68,50,35,0,93,18,54,66,33,65,23,57,24,30,0,0,20,24,0,0,0,0,0,18,0,91,21,35,66,57,24,40,0,0,8,13,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,58,0,0,0,29,29
2024-04-01,26,11,28,46,81,0,18,37,69,37,0,0,75,17,59,65,29,66,16,30,41,34,0,0,17,26,0,0,0,0,0,17,0,72,87,48,55,82,24,22,39,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,25,74
2024-05-01,24,9,31,44,92,0,17,39,64,43,0,0,72,16,64,66,32,65,18,25,24,28,0,0,20,22,0,0,0,0,0,16,0,78,25,29,69,39,38,28,26,0,5,23,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,55,0,0,0,27,50
2024-06-01,23,0,26,47,82,0,14,32,60,51,0,0,46,19,61,63,27,59,17,48,22,26,0,0,14,21,0,0,0,0,0,19,0,87,17,42,66,65,19,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,49,0,0,0,29,61
2024-07-01,24,0,26,52,94,0,18,35,63,39,0,0,90,15,69,58,29,68,20,40,22,26,0,0,20,22,0,0,0,0,0,15,0,76,17,42,69,63,20,31,0,0,6,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,93,0,0,0,56,0,0,0,27,75
2024-08-01,21,0,29,53,87,0,19,33,61,32,49,0,83,27,61,67,27,71,19,41,0,24,100,0,21,20,0,0,0,0,0,27,0,77,18,0,64,78,0,22,0,0,4,17,0,0,0,0,0,0,0,0,36,0,30,0,0,0,0,0,0,0,49,0,0,0,38,54
2024-09-01,22,0,39,59,88,0,19,32,60,39,0,0,53,24,51,66,40,67,18,39,0,25,0,0,17,16,0,0,0,0,0,24,0,63,16,55,51,76,27,33,0,0,6,16,0,0,0,0,0,0,0,0,0,0,44,0,77,0,0,0,0,0,42,0,0,0,43,68
2024-10-01,27,9,28,53,86,0,22,31,67,50,43,0,67,17,54,65,36,61,16,51,0,26,0,0,13,17,0,0,0,0,0,17,0,85,20,53,62,56,22,35,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,40,64
2024-11-01,26,12,29,56,85,0,20,29,62,40,48,0,33,21,61,69,38,68,19,51,21,26,0,0,19,18,0,0,0,0,0,21,0,100,24,30,68,37,30,31,32,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,40,65
2024-12-01,21,0,26,45,83,0,15,31,68,27,0,0,62,14,58,77,56,68,11,0,0,25,0,0,13,17,0,0,0,0,0,14,0,78,17,0,35,30,55,27,0,32,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,33,73
2025-01-01,25,0,30,47,88,0,18,35,76,27,46,0,74,15,68,78,60,76,15,32,34,26,59,0,13,23,0,0,0,0,0,15,0,94,23,65,54,54,34,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,31,78
2025-02-01,24,0,32,48,85,0,19,33,69,28,0,0,93,12,60,72,51,70,19,59,29,31,0,0,8,20,0,0,100,0,0,12,0,82,18,38,62,36,26,34,30,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,26,81
2025-03-01,22,0,30,48,87,0,16,32,67,38,0,0,96,27,56,66,42,62,16,26,41,27,0,0,8,20,0,0,0,0,0,27,0,93,17,0,59,29,45,20,0,0,7,19,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,48,0,0,0,34,80
2025-04-01,25,0,22,41,73,0,16,32,64,39,0,0,53,27,54,69,60,64,15,0,0,29,0,0,10,17,0,0,0,0,0,27,0,74,15,39,60,19,0,33,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,35,65
2025-05-01,23,0,31,45,86,0,13,35,66,29,0,0,38,20,70,74,40,61,16,46,31,26,0,0,7,23,0,0,0,0,0,20,0,66,18,37,60,22,28,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,53,0,0,0,31,55
2025-06-01,20,0,25,46,77,0,15,35,73,17,76,0,60,17,71,72,46,61,15,38,0,25,0,0,9,34,0,0,0,0,0,17,0,58,15,45,58,22,0,17,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,23,98
