date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,train schedule,train ticket price,power cut schedule,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2022-12-01,14,0,48,0,64,0,83,44,49,83,60,35,47,40,49,61,58,24,43,47,35,34,31,44,38,36,26,58,26,42,0,0,14,46,34,0,60,28,0,28,17,51,57,42
2023-01-01,15,0,47,8,62,0,63,61,54,71,67,33,44,35,47,67,61,27,47,46,61,43,24,41,42,36,50,61,37,40,42,0,18,41,23,0,49,0,0,32,20,60,68,50
2023-02-01,14,0,52,0,67,0,74,50,50,67,66,34,31,35,57,65,61,24,43,47,42,36,24,44,47,41,47,65,0,44,0,0,20,56,33,0,56,0,0,30,17,44,62,53
2023-03-01,14,0,55,9,61,0,76,44,51,59,52,36,30,39,49,70,62,23,47,53,42,49,22,52,56,39,42,60,35,41,0,0,27,43,23,0,65,31,0,37,14,29,49,66
2023-04-01,15,0,55,10,59,0,39,50,52,61,76,37,38,43,44,71,67,26,48,56,41,43,25,61,60,40,53,61,40,45,0,0,23,26,22,44,83,39,0,28,10,37,57,65
2023-05-01,16,0,52,7,62,54,67,56,54,68,69,34,38,41,56,72,64,28,46,51,30,42,22,55,53,49,49,59,23,51,0,58,33,44,21,0,61,31,0,32,21,48,61,73
2023-06-01,17,16,58,8,69,0,83,49,61,61,79,36,41,39,64,83,57,29,46,54,45,56,23,50,43,40,40,65,32,46,0,60,34,68,32,0,66,31,0,37,21,57,59,78
2023-07-01,16,25,50,10,65,0,42,45,55,58,79,38,42,40,67,75,57,27,51,57,44,52,23,53,36,52,55,64,26,42,43,43,27,59,31,0,65,0,0,32,13,58,61,77
2023-08-01,15,0,57,0,60,0,55,40,52,57,78,37,31,39,57,60,51,25,51,59,44,47,22,54,41,40,42,64,0,54,0,67,19,42,32,0,56,33,0,30,9,39,52,70
2023-09-01,15,0,59,13,61,58,0,48,58,62,72,38,31,43,56,74,56,28,51,60,67,45,25,59,45,41,54,73,0,50,0,45,25,63,27,0,65,34,0,29,16,53,57,71
2023-10-01,17,0,59,8,69,0,62,45,65,69,68,42,60,52,57,78,60,31,58,63,45,50,26,62,47,66,58,72,39,54,0,0,18,71,34,0,76,40,0,30,20,68,67,78
2023-11-01,17,0,67,0,73,0,77,49,63,63,83,40,49,53,64,99,60,36,56,62,44,63,26,63,52,58,61,68,0,61,0,72,28,64,39,0,76,53,0,40,20,68,70,80
2023-12-01,16,0,60,10,66,88,62,42,52,65,78,37,40,55,46,72,60,29,53,59,40,64,23,58,49,56,55,68,26,47,0,0,45,67,23,0,71,30,0,35,16,57,61,78
2024-01-01,17,54,60,12,65,99,0,45,59,66,77,38,46,43,82,98,61,32,56,62,54,100,28,51,57,62,56,71,41,56,0,0,46,80,25,0,53,43,0,29,17,69,66,76
2024-02-01,17,0,61,12,70,0,0,47,61,69,85,30,47,47,96,89,68,33,55,70,63,71,28,56,60,86,49,75,0,68,0,0,25,75,0,0,55,44,0,31,16,63,54,62
2024-03-01,17,0,71,0,68,0,52,43,61,64,68,38,36,60,81,95,69,33,57,71,74,52,28,67,66,98,61,71,0,77,0,0,22,68,19,0,68,43,0,31,7,38,50,91
2024-04-01,18,22,68,0,77,0,54,55,63,71,84,35,51,56,81,78,73,37,60,76,100,63,29,74,68,84,61,72,44,50,0,0,31,86,17,0,79,60,0,33,11,45,61,93
2024-05-01,18,0,69,14,70,76,54,54,67,80,100,34,66,55,78,97,67,39,54,69,69,62,28,69,60,82,47,79,0,69,0,48,18,80,26,0,69,27,0,38,17,56,58,90
2024-06-01,19,0,89,10,72,0,56,51,74,86,84,33,49,51,82,83,66,35,57,64,83,54,26,63,60,98,59,77,0,55,51,49,16,73,0,0,57,51,0,31,15,63,62,93
2024-07-01,18,0,79,15,71,0,69,47,67,75,100,37,47,48,86,69,64,35,57,74,73,70,25,62,60,92,57,74,0,55,0,0,24,60,25,0,57,46,0,33,13,68,64,86
2024-08-01,17,0,63,10,62,82,49,43,61,66,78,39,37,47,62,71,58,27,46,70,71,43,23,60,50,89,51,69,31,38,0,0,26,59,16,0,55,25,0,38,10,39,49,83
2024-09-01,19,0,67,0,62,0,51,46,68,61,74,45,43,51,60,76,63,32,47,69,58,56,25,68,55,79,65,82,40,52,0,63,36,67,24,0,61,35,0,33,11,59,60,100
2024-10-01,19,0,69,10,65,70,0,49,77,67,89,43,67,61,82,100,66,38,57,75,56,71,27,79,76,90,71,81,53,48,0,0,23,67,18,48,69,49,0,30,15,82,66,99
2024-11-01,20,0,76,0,69,0,0,47,78,72,85,43,55,65,67,77,66,38,60,69,44,73,26,78,70,96,73,76,36,50,44,0,42,52,30,0,69,25,0,33,17,76,68,96
2024-12-01,18,0,67,9,61,0,0,54,63,64,93,33,47,65,66,92,65,31,48,66,70,63,22,68,60,86,50,72,38,47,0,0,29,66,0,0,70,50,0,34,14,65,60,84
2025-01-01,19,0,60,11,62,0,0,50,83,65,90,36,50,50,78,94,69,35,48,79,72,88,25,66,78,96,79,83,39,61,0,70,26,92,27,0,51,37,0,35,18,77,72,93
2025-02-01,17,0,56,15,64,63,65,53,71,64,83,33,45,48,70,92,67,30,51,77,77,65,24,65,75,100,72,82,39,61,45,56,35,84,23,0,59,37,0,31,16,61,61,92
2025-03-01,17,0,64,9,65,0,0,47,66,76,75,34,36,53,78,83,68,33,50,69,64,62,24,71,74,56,87,79,43,53,0,57,44,73,22,0,52,35,0,24,9,32,45,86
2025-04-01,22,21,77,9,72,77,0,56,93,72,68,38,78,75,100,85,77,38,63,100,74,77,28,100,100,71,100,100,54,64,46,78,54,93,49,0,81,75,0,30,23,37,60,95
2025-05-01,20,0,66,12,57,0,0,50,80,68,82,35,64,58,69,95,71,36,52,74,47,74,25,77,86,57,64,84,39,53,49,0,29,58,25,0,65,56,0,27,26,47,60,84
2025-06-01,20,24,68,16,66,55,0,56,98,79,93,40,90,60,79,88,71,37,56,79,63,68,26,70,62,61,100,90,100,54,62,100,55,90,49,0,64,70,0,38,24,68,62,86
2025-07-01,17,19,52,0,61,0,0,47,68,62,69,37,54,51,65,88,69,32,53,57,45,47,21,59,57,44,72,69,51,42,58,0,30,52,27,0,53,43,0,31,11,58,63,88
2025-08-01,18,63,70,22,88,100,45,44,77,61,75,40,58,53,80,81,68,38,46,65,47,57,20,63,50,51,61,69,66,100,0,59,36,100,100,53,91,100,0,30,11,37,49,80
2025-09-01,17,0,56,9,53,0,0,56,57,61,75,34,52,45,81,67,67,30,40,58,36,33,23,63,44,42,44,69,46,35,0,0,26,51,24,0,55,36,0,31,13,49,58,82
2025-10-01,20,28,86,100,100,70,69,55,100,63,84,57,62,74,77,85,77,100,51,72,50,69,23,84,77,53,65,83,39,88,0,0,39,91,89,100,77,86,0,35,14,68,69,87
