date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2016-11-01,70,67,94,63,23,33,56,70,44,28,29,50,75,83,65,60,83,50,72,74,64,28,29,77,50,76,49,71,53,24,56,34,43,51,57,42,0,43,36,16,0,28,48,4
2016-12-01,70,72,79,39,14,30,43,42,37,29,18,44,38,78,55,59,80,39,64,73,31,24,24,82,59,62,36,65,37,20,26,32,33,43,48,0,0,46,59,11,42,13,26,0
2017-01-01,80,99,72,46,15,47,63,50,44,23,26,50,50,75,82,69,87,49,64,87,42,31,30,81,62,81,54,73,64,26,0,40,46,55,47,31,0,57,62,10,0,14,34,0
2017-02-01,72,78,63,57,19,36,37,61,49,22,31,47,65,68,63,78,91,56,71,84,43,34,29,75,54,86,60,78,56,26,40,35,50,55,42,52,0,55,43,29,0,26,52,0
2017-03-01,69,28,65,86,25,37,45,80,58,24,39,46,80,73,62,75,95,54,77,76,80,32,34,71,52,84,57,81,66,25,59,44,45,57,58,43,0,50,59,23,0,34,66,0
2017-04-01,73,27,75,77,25,36,38,78,48,27,40,48,73,83,57,71,90,50,75,73,80,30,41,84,65,76,47,71,48,22,53,41,41,57,58,50,0,49,65,24,0,28,59,0
2017-05-01,72,24,67,87,30,46,44,87,51,22,36,48,69,74,57,81,91,53,72,70,76,33,42,81,53,82,56,78,65,27,65,39,47,59,54,34,0,45,62,24,28,36,68,0
2017-06-01,76,25,72,66,24,39,38,72,50,23,32,49,61,75,59,67,88,60,70,70,72,35,33,78,59,81,56,78,53,26,37,51,43,56,49,51,0,51,54,14,0,27,53,0
2017-07-01,75,35,70,54,26,44,68,67,49,28,29,47,59,76,63,71,82,54,66,76,50,40,29,84,61,79,51,73,40,26,24,38,42,60,53,40,0,44,52,11,19,19,45,0
2017-08-01,69,24,69,75,27,41,56,79,53,27,36,51,80,75,59,69,90,53,68,71,80,35,41,79,56,78,51,76,56,27,61,44,42,55,45,54,0,43,46,14,0,32,66,0
2017-09-01,71,51,62,70,23,42,53,79,52,26,33,50,68,74,58,67,86,48,70,79,75,32,38,79,63,75,48,78,48,24,41,47,42,58,57,56,0,44,41,20,0,28,59,0
2017-10-01,73,54,63,76,27,46,48,83,50,25,36,50,74,76,65,71,81,50,69,73,76,33,32,77,60,75,50,76,48,24,39,43,41,57,54,61,0,45,46,31,0,35,66,0
2017-11-01,68,62,71,57,22,38,53,77,45,23,30,46,75,88,62,77,85,49,69,70,63,30,28,78,54,72,52,73,44,23,38,37,41,52,56,58,0,46,53,26,0,24,56,0
2017-12-01,70,79,65,32,14,31,59,47,38,23,20,48,36,92,53,51,77,40,63,70,33,28,22,88,64,53,36,62,37,21,0,28,31,41,53,25,0,46,64,20,0,10,26,0
