date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price
2024-05-01,76,69,64,34,76,36,51,76,89,68,55,33,48,88,86,84,87,100,85,88,76,100,53,79,73,85,82,95,67,41,0,71,88,81,23,0,0,51,34
2024-06-01,78,84,65,29,63,0,46,76,88,74,54,33,47,90,91,66,87,100,90,86,78,87,53,74,76,84,82,92,65,40,0,80,88,84,28,33,0,44,35
2024-07-01,83,47,71,22,61,23,44,66,85,60,54,33,46,87,99,66,88,85,92,85,80,86,49,77,86,82,86,94,73,46,0,68,90,77,28,0,0,42,45
2024-08-01,79,54,67,39,63,0,0,57,91,68,47,32,46,87,85,61,87,92,88,83,70,88,50,73,88,86,85,94,98,50,0,86,91,83,32,0,0,46,38
2024-09-01,68,49,60,31,56,0,54,60,53,64,49,30,39,66,57,53,80,68,76,35,52,63,43,64,83,56,72,42,52,30,0,69,81,68,37,0,0,46,48
2024-10-01,72,50,68,30,57,27,58,62,48,48,63,32,36,66,50,46,78,66,77,28,45,53,45,70,90,55,78,36,55,27,100,49,74,63,28,0,0,46,36
2024-11-01,74,0,56,40,58,23,0,62,43,57,65,33,28,63,44,44,77,65,75,27,36,50,41,61,67,45,53,34,52,25,79,40,68,45,34,42,0,39,31
2024-12-01,55,0,41,29,47,0,0,51,22,51,55,26,22,48,20,37,61,45,57,10,16,15,35,23,13,16,11,12,0,12,0,0,19,15,28,0,0,36,0
2025-01-01,61,0,39,33,50,22,0,53,23,45,68,23,23,44,26,43,63,53,57,14,15,16,35,25,24,20,12,16,23,18,90,0,34,15,37,0,0,24,28
2025-02-01,66,0,58,37,53,0,0,59,54,65,58,32,36,65,43,46,84,64,79,48,33,54,46,65,53,52,45,56,75,27,0,55,53,31,33,0,0,33,31
2025-03-01,64,54,52,38,56,0,0,56,44,60,65,29,36,63,34,47,84,56,72,31,31,41,43,49,39,40,38,40,23,26,0,71,66,24,25,0,86,36,0
2025-04-01,85,94,75,24,62,0,0,70,89,61,72,42,57,100,88,66,92,77,88,81,71,88,50,100,82,83,100,89,97,33,0,72,90,53,58,0,0,50,47
2025-05-01,89,95,76,30,55,22,0,64,89,72,59,38,51,88,84,68,100,76,87,80,75,81,52,100,94,83,96,88,71,34,0,100,90,49,42,0,0,48,0
2025-06-01,85,86,81,42,64,33,90,75,77,56,68,41,51,95,75,63,99,72,86,65,52,64,44,93,100,68,91,73,100,30,88,61,80,44,77,0,0,58,30
2025-07-01,53,0,47,0,53,0,0,48,21,49,100,19,27,51,15,43,69,49,59,10,11,13,25,20,12,18,8,12,0,13,77,0,0,7,30,0,0,27,0
2025-08-01,52,0,41,45,47,0,0,44,18,50,59,16,22,41,13,26,64,38,52,7,9,6,28,18,6,13,5,8,0,10,0,0,0,6,35,0,0,25,0
2025-09-01,51,0,41,27,39,0,0,59,17,41,89,16,28,38,14,22,70,38,52,6,13,7,30,19,12,11,6,9,0,13,0,0,0,4,34,0,0,31,0
2025-10-01,59,0,51,95,80,0,0,85,25,57,67,59,25,57,19,31,74,77,65,9,10,17,44,24,8,15,9,12,32,27,0,32,38,12,100,39,0,45,26
