date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price
2018-02-01,40,0,63,0,31,0,0,62,35,34,27,66,45,44,12,31,73,44,58,38,19,48,24,85,40,57,12,40,18,62,0,0,28,19,47,0,0,32,0
2018-03-01,44,0,64,0,26,0,0,68,32,31,27,65,38,42,11,30,77,45,55,46,14,42,25,81,52,55,11,42,0,60,0,0,39,15,0,0,0,45,0
2018-04-01,42,0,60,0,22,0,0,54,32,25,21,60,34,41,0,25,79,41,59,36,12,43,31,75,48,56,0,44,26,56,0,0,31,0,49,0,0,30,0
2018-05-01,39,0,61,0,26,0,0,68,31,26,26,49,36,40,13,20,73,44,57,34,12,34,29,76,39,52,0,49,26,61,0,0,26,0,26,0,0,33,0
2018-06-01,37,0,56,0,23,0,0,57,31,29,26,51,28,39,9,29,60,39,54,35,13,43,39,70,45,50,0,39,35,54,0,0,23,0,30,0,0,45,0
2018-07-01,46,0,68,0,25,0,0,66,38,36,0,51,17,48,10,27,52,45,56,45,24,50,32,77,26,56,0,34,23,59,0,0,24,14,34,0,0,34,0
2018-08-01,39,0,65,0,31,0,0,76,35,37,23,50,29,47,11,24,71,45,56,37,0,41,24,75,31,57,14,38,18,63,0,0,30,19,33,0,0,0,0
2018-09-01,33,0,58,0,28,0,0,74,37,30,22,49,40,38,19,23,83,37,55,35,19,44,23,71,57,54,18,39,26,55,0,0,36,16,0,0,0,49,0
2018-10-01,33,0,58,0,30,0,0,71,35,30,53,48,48,38,10,33,80,38,52,40,26,46,22,68,64,55,22,41,32,50,0,56,45,20,0,0,0,33,0
2018-11-01,35,0,78,18,26,0,0,81,35,33,32,58,26,41,18,23,81,40,60,42,24,61,24,76,51,58,13,35,27,61,0,0,44,21,0,0,0,32,0
2018-12-01,42,0,81,0,26,0,0,63,36,38,25,60,38,49,17,29,55,55,59,58,18,65,27,96,40,53,0,40,19,65,0,0,28,27,0,0,0,41,0
2019-01-01,41,0,70,22,28,0,0,77,38,37,24,68,34,45,18,36,59,55,60,51,29,50,25,74,38,56,20,42,30,62,0,0,48,30,26,0,0,52,0
2019-02-01,37,0,70,0,25,0,0,63,41,31,25,67,61,42,25,51,78,50,66,50,29,58,23,80,48,56,22,54,16,61,0,0,44,22,29,0,0,29,0
2019-03-01,37,0,66,0,30,0,0,72,43,34,16,64,29,45,18,37,76,51,73,54,26,48,24,88,68,69,41,56,19,80,0,68,35,27,36,0,0,36,0
2019-04-01,41,0,68,0,30,0,0,73,44,34,25,57,27,43,20,52,69,47,80,57,32,58,24,79,35,62,30,62,33,72,0,0,48,22,0,0,0,44,0
2019-05-01,39,0,78,0,28,0,0,75,43,35,17,49,34,42,20,34,80,47,81,53,34,48,26,79,51,56,48,73,21,69,0,0,46,48,32,0,0,34,0
2019-06-01,43,0,73,0,25,0,0,68,44,45,21,53,31,46,25,41,71,52,80,51,30,60,24,77,65,61,31,66,31,80,0,0,60,37,0,0,0,46,0
2019-07-01,48,95,78,0,31,0,0,72,47,45,28,56,28,45,30,49,61,58,84,60,22,67,25,84,87,64,27,58,47,84,0,51,60,24,0,0,0,68,0
2019-08-01,42,0,64,0,28,0,0,82,47,46,16,54,36,47,20,20,84,48,91,54,36,60,23,77,85,62,34,53,78,82,0,0,57,33,29,0,0,48,0
2019-09-01,36,0,55,0,32,0,0,79,57,41,55,60,39,41,17,31,98,44,84,54,82,73,26,71,80,60,35,51,43,59,0,0,28,49,25,0,0,45,0
2019-10-01,30,0,52,0,29,0,0,70,48,31,31,52,41,38,20,44,90,36,91,47,62,63,23,63,90,59,27,46,27,58,0,0,50,39,32,0,0,27,0
2019-11-01,37,0,77,0,26,0,0,79,47,64,30,50,35,40,14,35,83,48,99,49,34,58,22,72,90,66,20,49,47,60,0,0,45,31,49,0,0,38,0
2019-12-01,41,0,85,0,27,0,0,61,41,67,22,54,18,48,16,42,56,54,100,65,43,52,21,86,59,52,30,50,39,73,0,0,49,33,28,0,0,41,0
2020-01-01,41,0,67,0,27,0,0,77,49,60,20,81,34,45,18,36,65,55,89,53,30,48,24,74,50,65,28,50,24,81,0,0,37,31,33,0,0,37,0
2020-02-01,37,0,68,0,23,100,0,75,46,51,20,70,45,44,19,52,85,50,87,47,25,53,21,74,47,62,31,55,0,67,0,0,38,37,32,0,0,57,0
2020-03-01,40,0,74,0,27,0,0,100,58,52,25,100,36,50,15,52,92,38,78,35,21,60,20,51,49,59,29,51,34,47,0,0,34,44,59,0,0,25,0
